InvoiceNo,InvoiceDate,StockCode,Description,Quantity,UnitPrice,CustomerID,TotalRevenue
INV57241,2023-03-23,PROD005,Lip Treatment Set,1,24.99,1191,24.99
INV64269,2023-10-19,PROD001,Premium Face Serum,2,89.99,1243,179.98
INV42581,2023-06-25,PROD007,SPF 50 Sunscreen,3,29.99,1119,89.97
INV49562,2023-03-18,PROD001,Premium Face Serum,1,89.99,1211,89.99
INV85340,2023-09-16,PROD010,Collagen Supplement,1,49.99,1068,49.99
INV21913,2023-04-16,PROD001,Premium Face Serum,1,89.99,1121,89.99
INV53365,2023-07-05,PROD010,Collagen Supplement,2,49.99,1142,99.98
INV85534,2023-03-18,PROD005,Lip Treatment Set,1,24.99,1217,24.99
INV95498,2023-11-22,PROD001,Premium Face Serum,2,89.99,1049,179.98
INV14901,2023-10-23,PROD002,Moisturising Cream,2,34.99,1285,69.98
INV15992,2023-10-18,PROD006,Anti-Ageing Eye Cream,5,69.99,1056,349.95
INV51405,2023-01-02,PROD007,SPF 50 Sunscreen,1,29.99,1156,29.99
INV47707,2023-01-07,PROD004,Hair Growth Oil,1,44.99,1228,44.99
INV19447,2023-11-30,PROD004,Hair Growth Oil,4,44.99,1032,179.96
INV68115,2023-09-05,PROD006,Anti-Ageing Eye Cream,3,69.99,1027,209.97
INV20384,2023-10-28,PROD010,Collagen Supplement,2,49.99,1037,99.98
INV16629,2023-09-28,PROD010,Collagen Supplement,2,49.99,1027,99.98
INV60134,2023-08-03,PROD009,Hyaluronic Toner,1,39.99,1090,39.99
INV34505,2023-10-26,PROD002,Moisturising Cream,3,34.99,1067,104.97
INV39135,2023-07-02,PROD001,Premium Face Serum,1,89.99,1088,89.99
INV98250,2023-03-22,PROD001,Premium Face Serum,2,89.99,1137,179.98
INV98652,2023-09-06,PROD007,SPF 50 Sunscreen,4,29.99,1036,119.96
INV78712,2023-11-14,PROD008,Retinol Night Cream,3,54.99,1047,164.97
INV42512,2023-09-18,PROD008,Retinol Night Cream,4,54.99,1051,219.96
INV55242,2023-10-05,PROD004,Hair Growth Oil,2,44.99,1031,89.98
INV85397,2023-10-21,PROD010,Collagen Supplement,3,49.99,1064,149.97
INV87554,2023-08-02,PROD008,Retinol Night Cream,2,54.99,1084,109.98
INV29048,2023-06-12,PROD001,Premium Face Serum,1,89.99,1158,89.99
INV28661,2023-09-16,PROD008,Retinol Night Cream,1,54.99,1085,54.99
INV66626,2023-09-11,PROD010,Collagen Supplement,2,49.99,1020,99.98
INV70238,2023-06-12,PROD002,Moisturising Cream,3,34.99,1074,104.97
INV40508,2023-10-14,PROD006,Anti-Ageing Eye Cream,3,69.99,1091,209.97
INV36253,2023-06-14,PROD003,Vitamin C Kit,1,59.99,1110,59.99
INV73265,2023-06-27,PROD007,SPF 50 Sunscreen,3,29.99,1118,89.97
INV59672,2023-12-25,PROD001,Premium Face Serum,3,89.99,1006,269.97
INV92210,2023-12-28,PROD010,Collagen Supplement,4,49.99,1033,199.96
INV95267,2023-12-29,PROD008,Retinol Night Cream,5,54.99,1049,274.95
INV28301,2023-10-29,PROD003,Vitamin C Kit,4,59.99,1003,239.96
INV69049,2023-12-09,PROD009,Hyaluronic Toner,5,39.99,1019,199.95
INV76476,2023-01-20,PROD002,Moisturising Cream,1,34.99,1144,34.99
INV40619,2023-08-21,PROD008,Retinol Night Cream,2,54.99,1086,109.98
INV16705,2023-10-17,PROD001,Premium Face Serum,5,89.99,1045,449.95
INV57242,2023-08-10,PROD002,Moisturising Cream,3,34.99,1075,104.97
INV83380,2023-10-20,PROD003,Vitamin C Kit,2,59.99,1066,119.98
INV90173,2023-12-16,PROD009,Hyaluronic Toner,4,39.99,1008,159.96
INV93705,2023-03-13,PROD007,SPF 50 Sunscreen,1,29.99,1207,29.99
INV16028,2023-11-28,PROD005,Lip Treatment Set,2,24.99,1023,49.98
INV61000,2023-06-07,PROD001,Premium Face Serum,1,89.99,1158,89.99
INV63282,2023-09-24,PROD008,Retinol Night Cream,2,54.99,1086,109.98
INV32865,2023-12-07,PROD004,Hair Growth Oil,3,44.99,1066,134.97
INV69412,2023-10-24,PROD006,Anti-Ageing Eye Cream,2,69.99,1300,139.98
INV96533,2023-12-29,PROD002,Moisturising Cream,2,34.99,1054,69.98
INV56913,2023-12-30,PROD009,Hyaluronic Toner,1,39.99,1115,39.99
INV36066,2023-03-10,PROD002,Moisturising Cream,1,34.99,1234,34.99
INV36181,2023-10-06,PROD004,Hair Growth Oil,3,44.99,1114,134.97
INV26274,2023-10-26,PROD009,Hyaluronic Toner,2,39.99,1043,79.98
INV56984,2023-10-12,PROD001,Premium Face Serum,4,89.99,1023,359.96
INV92132,2023-05-18,PROD004,Hair Growth Oil,2,44.99,1144,89.98
INV69460,2023-09-28,PROD007,SPF 50 Sunscreen,5,29.99,1031,149.95
INV20518,2023-10-28,PROD007,SPF 50 Sunscreen,5,29.99,1053,149.95
INV22280,2023-10-25,PROD001,Premium Face Serum,2,89.99,1001,179.98
INV54597,2023-12-07,PROD003,Vitamin C Kit,5,59.99,1001,299.95
INV86983,2023-11-25,PROD009,Hyaluronic Toner,5,39.99,1026,199.95
INV36330,2023-03-22,PROD009,Hyaluronic Toner,1,39.99,1125,39.99
INV28327,2023-08-29,PROD007,SPF 50 Sunscreen,2,29.99,1078,59.98
INV75444,2023-10-19,PROD010,Collagen Supplement,3,49.99,1056,149.97
INV16895,2023-12-02,PROD006,Anti-Ageing Eye Cream,2,69.99,1031,139.98
INV52904,2023-12-01,PROD009,Hyaluronic Toner,2,39.99,1287,79.98
INV30585,2023-09-28,PROD005,Lip Treatment Set,2,24.99,1019,49.98
INV40079,2023-06-28,PROD009,Hyaluronic Toner,2,39.99,1155,79.98
INV21915,2023-09-29,PROD003,Vitamin C Kit,5,59.99,1003,299.95
INV69048,2023-06-22,PROD010,Collagen Supplement,1,49.99,1123,49.99
INV60868,2023-08-21,PROD002,Moisturising Cream,1,34.99,1100,34.99
INV30079,2023-01-20,PROD006,Anti-Ageing Eye Cream,1,69.99,1220,69.99
INV18729,2023-01-07,PROD008,Retinol Night Cream,1,54.99,1232,54.99
INV49552,2023-11-16,PROD006,Anti-Ageing Eye Cream,3,69.99,1054,209.97
INV78551,2023-07-12,PROD008,Retinol Night Cream,2,54.99,1081,109.98
INV42990,2023-12-18,PROD002,Moisturising Cream,2,34.99,1061,69.98
INV51220,2023-11-12,PROD001,Premium Face Serum,3,89.99,1058,269.97
INV64057,2023-06-23,PROD004,Hair Growth Oil,2,44.99,1165,89.98
INV33392,2023-12-20,PROD006,Anti-Ageing Eye Cream,2,69.99,1053,139.98
INV48607,2023-06-01,PROD007,SPF 50 Sunscreen,1,29.99,1097,29.99
INV69682,2023-10-13,PROD009,Hyaluronic Toner,5,39.99,1022,199.95
INV86622,2023-10-02,PROD009,Hyaluronic Toner,4,39.99,1003,159.96
INV89730,2023-12-25,PROD002,Moisturising Cream,4,34.99,1029,139.96
INV83664,2023-09-28,PROD004,Hair Growth Oil,4,44.99,1048,179.96
INV39451,2023-10-28,PROD002,Moisturising Cream,3,34.99,1005,104.97
INV15075,2023-12-10,PROD002,Moisturising Cream,5,34.99,1009,174.95
INV97819,2023-09-08,PROD010,Collagen Supplement,4,49.99,1030,199.96
INV22363,2023-12-13,PROD007,SPF 50 Sunscreen,3,29.99,1005,89.97
INV27088,2023-01-11,PROD007,SPF 50 Sunscreen,2,29.99,1222,59.98
INV89905,2023-10-25,PROD005,Lip Treatment Set,2,24.99,1019,49.98
INV91678,2023-10-26,PROD002,Moisturising Cream,4,34.99,1010,139.96
INV24748,2023-10-29,PROD009,Hyaluronic Toner,2,39.99,1101,79.98
INV61347,2023-11-03,PROD009,Hyaluronic Toner,1,39.99,1078,39.99
INV17455,2023-12-27,PROD009,Hyaluronic Toner,3,39.99,1007,119.97
INV34716,2023-03-01,PROD001,Premium Face Serum,2,89.99,1179,179.98
INV44208,2023-07-04,PROD004,Hair Growth Oil,2,44.99,1086,89.98
INV48085,2023-12-26,PROD003,Vitamin C Kit,1,59.99,1116,59.99
INV50857,2023-12-28,PROD009,Hyaluronic Toner,3,39.99,1004,119.97
INV35698,2023-05-23,PROD007,SPF 50 Sunscreen,2,29.99,1171,59.98
INV45058,2023-10-01,PROD008,Retinol Night Cream,2,54.99,1044,109.98
INV91665,2023-10-12,PROD008,Retinol Night Cream,1,54.99,1101,54.99
INV86692,2023-05-16,PROD001,Premium Face Serum,2,89.99,1124,179.98
INV15593,2023-07-25,PROD004,Hair Growth Oil,1,44.99,1100,44.99
INV86823,2023-11-23,PROD002,Moisturising Cream,3,34.99,1088,104.97
INV80345,2023-12-22,PROD008,Retinol Night Cream,4,54.99,1045,219.96
INV30489,2023-07-30,PROD001,Premium Face Serum,2,89.99,1139,179.98
INV64505,2023-09-20,PROD008,Retinol Night Cream,4,54.99,1051,219.96
INV26315,2023-12-20,PROD006,Anti-Ageing Eye Cream,4,69.99,1039,279.96
INV13697,2023-08-21,PROD006,Anti-Ageing Eye Cream,3,69.99,1092,209.97
INV58085,2023-06-30,PROD005,Lip Treatment Set,3,24.99,1070,74.97
INV55039,2023-01-19,PROD002,Moisturising Cream,1,34.99,1175,34.99
INV76444,2023-08-24,PROD005,Lip Treatment Set,1,24.99,1120,24.99
INV88311,2023-06-07,PROD009,Hyaluronic Toner,2,39.99,1159,79.98
INV28373,2023-09-25,PROD009,Hyaluronic Toner,5,39.99,1006,199.95
INV59009,2023-12-07,PROD008,Retinol Night Cream,3,54.99,1103,164.97
INV93136,2023-12-25,PROD001,Premium Face Serum,2,89.99,1008,179.98
INV74044,2023-11-10,PROD006,Anti-Ageing Eye Cream,4,69.99,1056,279.96
INV93050,2023-09-05,PROD008,Retinol Night Cream,1,54.99,1072,54.99
INV56112,2023-12-05,PROD009,Hyaluronic Toner,4,39.99,1017,159.96
INV98815,2023-09-02,PROD008,Retinol Night Cream,4,54.99,1024,219.96
INV60311,2023-12-24,PROD009,Hyaluronic Toner,4,39.99,1058,159.96
INV10800,2023-12-27,PROD006,Anti-Ageing Eye Cream,4,69.99,1031,279.96
INV36741,2023-10-24,PROD008,Retinol Night Cream,5,54.99,1044,274.95
INV17328,2023-08-01,PROD005,Lip Treatment Set,3,24.99,1091,74.97
INV90541,2023-10-04,PROD002,Moisturising Cream,1,34.99,1111,34.99
INV70910,2023-12-22,PROD008,Retinol Night Cream,3,54.99,1016,164.97
INV78197,2023-11-17,PROD002,Moisturising Cream,3,34.99,1114,104.97
INV21665,2023-06-01,PROD001,Premium Face Serum,3,89.99,1115,269.97
INV56025,2023-10-06,PROD002,Moisturising Cream,4,34.99,1010,139.96
INV15230,2023-05-01,PROD008,Retinol Night Cream,1,54.99,1147,54.99
INV96474,2023-12-08,PROD003,Vitamin C Kit,3,59.99,1004,179.97
INV61266,2023-07-27,PROD008,Retinol Night Cream,2,54.99,1064,109.98
INV81819,2023-11-12,PROD005,Lip Treatment Set,5,24.99,1011,124.95
INV72746,2023-11-13,PROD005,Lip Treatment Set,5,24.99,1018,124.95
INV33260,2023-07-22,PROD003,Vitamin C Kit,2,59.99,1092,119.98
INV97684,2023-11-05,PROD004,Hair Growth Oil,4,44.99,1005,179.96
INV23621,2023-06-11,PROD004,Hair Growth Oil,2,44.99,1135,89.98
INV52987,2023-10-29,PROD003,Vitamin C Kit,3,59.99,1046,179.97
INV30289,2023-10-07,PROD007,SPF 50 Sunscreen,5,29.99,1006,149.95
INV55353,2023-09-21,PROD006,Anti-Ageing Eye Cream,3,69.99,1043,209.97
INV73916,2023-04-02,PROD001,Premium Face Serum,1,89.99,1146,89.99
INV83956,2023-08-07,PROD004,Hair Growth Oil,2,44.99,1098,89.98
INV66272,2023-12-15,PROD001,Premium Face Serum,2,89.99,1081,179.98
INV54092,2023-11-12,PROD010,Collagen Supplement,5,49.99,1016,249.95
INV16582,2023-09-29,PROD003,Vitamin C Kit,5,59.99,1012,299.95
INV17780,2023-07-06,PROD004,Hair Growth Oil,1,44.99,1071,44.99
INV13201,2023-12-13,PROD004,Hair Growth Oil,3,44.99,1011,134.97
INV70068,2023-12-28,PROD002,Moisturising Cream,2,34.99,1008,69.98
INV62183,2023-03-20,PROD010,Collagen Supplement,2,49.99,1157,99.98
INV30866,2023-12-12,PROD004,Hair Growth Oil,4,44.99,1009,179.96
INV35237,2023-10-27,PROD006,Anti-Ageing Eye Cream,1,69.99,1290,69.99
INV28909,2023-12-11,PROD006,Anti-Ageing Eye Cream,4,69.99,1046,279.96
INV84498,2023-08-21,PROD003,Vitamin C Kit,2,59.99,1079,119.98
INV57467,2023-09-09,PROD004,Hair Growth Oil,4,44.99,1041,179.96
INV12671,2023-12-31,PROD004,Hair Growth Oil,3,44.99,1014,134.97
INV73242,2023-11-05,PROD005,Lip Treatment Set,5,24.99,1022,124.95
INV28320,2023-11-23,PROD007,SPF 50 Sunscreen,2,29.99,1026,59.98
INV18232,2023-11-21,PROD010,Collagen Supplement,5,49.99,1038,249.95
INV67342,2023-12-13,PROD002,Moisturising Cream,2,34.99,1080,69.98
INV99928,2023-12-18,PROD007,SPF 50 Sunscreen,5,29.99,1029,149.95
INV44003,2023-11-15,PROD008,Retinol Night Cream,2,54.99,1108,109.98
INV12187,2023-07-15,PROD008,Retinol Night Cream,1,54.99,1079,54.99
INV86350,2023-11-09,PROD001,Premium Face Serum,4,89.99,1009,359.96
INV77045,2023-10-28,PROD002,Moisturising Cream,1,34.99,1107,34.99
INV36894,2023-10-19,PROD002,Moisturising Cream,1,34.99,1287,34.99
INV64827,2023-09-11,PROD009,Hyaluronic Toner,3,39.99,1063,119.97
INV61877,2023-11-25,PROD007,SPF 50 Sunscreen,1,29.99,1102,29.99
INV74106,2023-12-18,PROD007,SPF 50 Sunscreen,2,29.99,1098,59.98
INV88282,2023-10-14,PROD010,Collagen Supplement,3,49.99,1036,149.97
INV41029,2023-12-23,PROD007,SPF 50 Sunscreen,3,29.99,1009,89.97
INV67340,2023-12-25,PROD009,Hyaluronic Toner,3,39.99,1037,119.97
INV62923,2023-11-16,PROD002,Moisturising Cream,3,34.99,1007,104.97
INV16433,2023-03-21,PROD010,Collagen Supplement,2,49.99,1203,99.98
INV81371,2023-12-18,PROD006,Anti-Ageing Eye Cream,2,69.99,1090,139.98
INV91681,2023-02-14,PROD010,Collagen Supplement,2,49.99,1226,99.98
INV22358,2023-03-30,PROD005,Lip Treatment Set,1,24.99,1213,24.99
INV93695,2023-11-26,PROD005,Lip Treatment Set,5,24.99,1026,124.95
INV21738,2023-05-04,PROD009,Hyaluronic Toner,1,39.99,1178,39.99
INV40907,2023-07-28,PROD002,Moisturising Cream,2,34.99,1171,69.98
INV35525,2023-02-21,PROD009,Hyaluronic Toner,2,39.99,1160,79.98
INV22475,2023-09-18,PROD002,Moisturising Cream,3,34.99,1075,104.97
INV38153,2023-09-08,PROD001,Premium Face Serum,3,89.99,1067,269.97
INV49692,2023-10-06,PROD003,Vitamin C Kit,3,59.99,1063,179.97
INV23474,2023-10-15,PROD003,Vitamin C Kit,3,59.99,1033,179.97
INV47777,2023-10-13,PROD007,SPF 50 Sunscreen,5,29.99,1021,149.95
INV37102,2023-07-08,PROD004,Hair Growth Oil,2,44.99,1166,89.98
INV51505,2023-12-19,PROD009,Hyaluronic Toner,5,39.99,1023,199.95
INV89964,2023-12-23,PROD009,Hyaluronic Toner,4,39.99,1026,159.96
INV21955,2023-12-31,PROD006,Anti-Ageing Eye Cream,1,69.99,1087,69.99
INV43386,2023-12-25,PROD010,Collagen Supplement,3,49.99,1010,149.97
INV43263,2023-04-05,PROD009,Hyaluronic Toner,2,39.99,1157,79.98
INV17923,2023-11-04,PROD008,Retinol Night Cream,4,54.99,1057,219.96
INV82255,2023-10-31,PROD004,Hair Growth Oil,5,44.99,1022,224.95
INV65363,2023-05-27,PROD007,SPF 50 Sunscreen,2,29.99,1126,59.98
INV69905,2023-01-31,PROD007,SPF 50 Sunscreen,1,29.99,1123,29.99
INV75909,2023-09-07,PROD010,Collagen Supplement,5,49.99,1007,249.95
INV31178,2023-10-13,PROD003,Vitamin C Kit,4,59.99,1009,239.96
INV82045,2023-06-13,PROD007,SPF 50 Sunscreen,3,29.99,1097,89.97
INV66985,2023-10-14,PROD002,Moisturising Cream,4,34.99,1004,139.96
INV85069,2023-11-28,PROD005,Lip Treatment Set,2,24.99,1071,49.98
INV15210,2023-03-06,PROD008,Retinol Night Cream,1,54.99,1234,54.99
INV69077,2023-04-04,PROD007,SPF 50 Sunscreen,2,29.99,1170,59.98
INV28818,2023-11-05,PROD010,Collagen Supplement,3,49.99,1038,149.97
INV65027,2023-09-16,PROD001,Premium Face Serum,3,89.99,1038,269.97
INV25448,2023-06-22,PROD003,Vitamin C Kit,2,59.99,1068,119.98
INV66973,2023-07-08,PROD002,Moisturising Cream,1,34.99,1061,34.99
INV30836,2023-12-28,PROD001,Premium Face Serum,3,89.99,1103,269.97
INV35470,2023-02-17,PROD004,Hair Growth Oil,2,44.99,1141,89.98
INV39256,2023-09-04,PROD005,Lip Treatment Set,3,24.99,1001,74.97
INV68034,2023-05-18,PROD010,Collagen Supplement,2,49.99,1164,99.98
INV25126,2023-02-03,PROD003,Vitamin C Kit,2,59.99,1126,119.98
INV44179,2023-11-24,PROD010,Collagen Supplement,4,49.99,1007,199.96
INV67433,2023-10-18,PROD005,Lip Treatment Set,3,24.99,1008,74.97
INV55073,2023-01-01,PROD009,Hyaluronic Toner,1,39.99,1178,39.99
INV27361,2023-11-08,PROD004,Hair Growth Oil,4,44.99,1008,179.96
INV94252,2023-09-06,PROD006,Anti-Ageing Eye Cream,4,69.99,1038,279.96
INV55706,2023-08-10,PROD007,SPF 50 Sunscreen,2,29.99,1106,59.98
INV12192,2023-11-10,PROD007,SPF 50 Sunscreen,2,29.99,1057,59.98
INV91600,2023-10-17,PROD004,Hair Growth Oil,1,44.99,1261,44.99
INV80972,2023-06-23,PROD008,Retinol Night Cream,1,54.99,1167,54.99
INV16980,2023-12-29,PROD001,Premium Face Serum,5,89.99,1037,449.95
INV87354,2023-12-26,PROD005,Lip Treatment Set,3,24.99,1068,74.97
INV20101,2023-11-30,PROD010,Collagen Supplement,3,49.99,1081,149.97
INV59343,2023-10-23,PROD003,Vitamin C Kit,4,59.99,1055,239.96
INV11660,2023-12-07,PROD003,Vitamin C Kit,1,59.99,1081,59.99
INV90364,2023-10-22,PROD007,SPF 50 Sunscreen,2,29.99,1254,59.98
INV95404,2023-11-21,PROD004,Hair Growth Oil,2,44.99,1106,89.98
INV80300,2023-01-08,PROD006,Anti-Ageing Eye Cream,1,69.99,1194,69.99
INV43631,2023-04-08,PROD002,Moisturising Cream,2,34.99,1134,69.98
INV42472,2023-11-04,PROD003,Vitamin C Kit,2,59.99,1034,119.98
INV91962,2023-03-09,PROD002,Moisturising Cream,2,34.99,1180,69.98
INV18367,2023-11-23,PROD002,Moisturising Cream,2,34.99,1107,69.98
INV88188,2023-07-05,PROD006,Anti-Ageing Eye Cream,2,69.99,1153,139.98
INV63964,2023-09-04,PROD003,Vitamin C Kit,4,59.99,1009,239.96
INV53007,2023-11-08,PROD003,Vitamin C Kit,3,59.99,1052,179.97
INV20198,2023-07-07,PROD006,Anti-Ageing Eye Cream,3,69.99,1094,209.97
INV37710,2023-12-27,PROD001,Premium Face Serum,3,89.99,1058,269.97
INV13336,2023-08-21,PROD003,Vitamin C Kit,3,59.99,1108,179.97
INV99126,2023-10-30,PROD004,Hair Growth Oil,3,44.99,1076,134.97
INV81939,2023-01-30,PROD003,Vitamin C Kit,1,59.99,1141,59.99
INV90352,2023-03-09,PROD008,Retinol Night Cream,1,54.99,1200,54.99
INV82132,2023-10-02,PROD002,Moisturising Cream,5,34.99,1006,174.95
INV67898,2023-11-09,PROD003,Vitamin C Kit,2,59.99,1024,119.98
INV75673,2023-10-08,PROD005,Lip Treatment Set,3,24.99,1079,74.97
INV17026,2023-08-20,PROD008,Retinol Night Cream,3,54.99,1069,164.97
INV27536,2023-10-13,PROD006,Anti-Ageing Eye Cream,2,69.99,1113,139.98
INV96200,2023-09-15,PROD007,SPF 50 Sunscreen,2,29.99,1021,59.98
INV50319,2023-09-10,PROD001,Premium Face Serum,3,89.99,1020,269.97
INV28136,2023-10-13,PROD006,Anti-Ageing Eye Cream,2,69.99,1013,139.98
INV78766,2023-11-12,PROD009,Hyaluronic Toner,2,39.99,1271,79.98
INV53007,2023-12-07,PROD005,Lip Treatment Set,4,24.99,1032,99.96
INV55544,2023-05-21,PROD005,Lip Treatment Set,2,24.99,1162,49.98
INV78146,2023-09-06,PROD007,SPF 50 Sunscreen,2,29.99,1010,59.98
INV70191,2023-07-11,PROD003,Vitamin C Kit,1,59.99,1136,59.99
INV97862,2023-06-10,PROD002,Moisturising Cream,1,34.99,1135,34.99
INV88561,2023-09-19,PROD007,SPF 50 Sunscreen,3,29.99,1022,89.97
INV63759,2023-12-15,PROD008,Retinol Night Cream,2,54.99,1263,109.98
INV99208,2023-05-25,PROD006,Anti-Ageing Eye Cream,2,69.99,1157,139.98
INV48506,2023-07-14,PROD009,Hyaluronic Toner,1,39.99,1109,39.99
INV15695,2023-12-18,PROD006,Anti-Ageing Eye Cream,4,69.99,1002,279.96
INV90584,2023-10-08,PROD007,SPF 50 Sunscreen,2,29.99,1038,59.98
INV47313,2023-03-03,PROD009,Hyaluronic Toner,2,39.99,1180,79.98
INV43903,2023-08-29,PROD006,Anti-Ageing Eye Cream,1,69.99,1105,69.99
INV68830,2023-09-12,PROD003,Vitamin C Kit,5,59.99,1060,299.95
INV55236,2023-10-28,PROD009,Hyaluronic Toner,5,39.99,1022,199.95
INV50723,2023-06-18,PROD008,Retinol Night Cream,2,54.99,1083,109.98
INV34219,2023-09-12,PROD007,SPF 50 Sunscreen,2,29.99,1051,59.98
INV32740,2023-09-19,PROD005,Lip Treatment Set,3,24.99,1033,74.97
INV98503,2023-07-04,PROD002,Moisturising Cream,2,34.99,1150,69.98
INV35191,2023-03-11,PROD008,Retinol Night Cream,1,54.99,1187,54.99
INV29848,2023-10-27,PROD006,Anti-Ageing Eye Cream,5,69.99,1047,349.95
INV38183,2023-12-29,PROD010,Collagen Supplement,1,49.99,1087,49.99
INV68459,2023-07-18,PROD005,Lip Treatment Set,2,24.99,1089,49.98
INV96972,2023-02-13,PROD001,Premium Face Serum,1,89.99,1177,89.99
INV18891,2023-10-26,PROD005,Lip Treatment Set,2,24.99,1276,49.98
INV15741,2023-09-05,PROD005,Lip Treatment Set,3,24.99,1039,74.97
INV49378,2023-09-19,PROD010,Collagen Supplement,1,49.99,1062,49.99
INV16626,2023-08-03,PROD001,Premium Face Serum,2,89.99,1104,179.98
INV99749,2023-02-04,PROD007,SPF 50 Sunscreen,2,29.99,1224,59.98
INV45614,2023-09-10,PROD005,Lip Treatment Set,3,24.99,1013,74.97
INV33292,2023-12-05,PROD005,Lip Treatment Set,1,24.99,1094,24.99
INV26426,2023-12-15,PROD010,Collagen Supplement,2,49.99,1043,99.98
INV99550,2023-10-06,PROD001,Premium Face Serum,2,89.99,1089,179.98
INV90754,2023-07-28,PROD008,Retinol Night Cream,1,54.99,1128,54.99
INV42536,2023-11-11,PROD002,Moisturising Cream,1,34.99,1064,34.99
INV49953,2023-02-14,PROD010,Collagen Supplement,1,49.99,1225,49.99
INV44465,2023-08-09,PROD009,Hyaluronic Toner,1,39.99,1081,39.99
INV48185,2023-11-29,PROD004,Hair Growth Oil,2,44.99,1063,89.98
INV91689,2023-11-04,PROD008,Retinol Night Cream,4,54.99,1045,219.96
INV30052,2023-10-26,PROD006,Anti-Ageing Eye Cream,5,69.99,1016,349.95
INV16411,2023-12-10,PROD005,Lip Treatment Set,1,24.99,1264,24.99
INV19963,2023-09-13,PROD007,SPF 50 Sunscreen,3,29.99,1059,89.97
INV90997,2023-01-08,PROD005,Lip Treatment Set,1,24.99,1231,24.99
INV17686,2023-06-29,PROD003,Vitamin C Kit,3,59.99,1117,179.97
INV85483,2023-02-16,PROD010,Collagen Supplement,1,49.99,1170,49.99
INV68471,2023-09-04,PROD008,Retinol Night Cream,3,54.99,1105,164.97
INV90781,2023-10-23,PROD010,Collagen Supplement,2,49.99,1296,99.98
INV54118,2023-10-06,PROD003,Vitamin C Kit,3,59.99,1001,179.97
INV21471,2023-07-03,PROD006,Anti-Ageing Eye Cream,1,69.99,1136,69.99
INV32185,2023-10-29,PROD003,Vitamin C Kit,4,59.99,1057,239.96
INV87337,2023-06-11,PROD001,Premium Face Serum,2,89.99,1144,179.98
INV53036,2023-03-23,PROD008,Retinol Night Cream,2,54.99,1142,109.98
INV89822,2023-12-18,PROD009,Hyaluronic Toner,2,39.99,1030,79.98
INV10167,2023-08-29,PROD005,Lip Treatment Set,1,24.99,1095,24.99
INV84107,2023-10-04,PROD003,Vitamin C Kit,1,59.99,1069,59.99
INV19694,2023-12-01,PROD007,SPF 50 Sunscreen,2,29.99,1063,59.98
INV18330,2023-12-04,PROD007,SPF 50 Sunscreen,2,29.99,1028,59.98
INV69714,2023-10-12,PROD008,Retinol Night Cream,1,54.99,1298,54.99
INV72847,2023-10-18,PROD007,SPF 50 Sunscreen,1,29.99,1096,29.99
INV54113,2023-09-10,PROD010,Collagen Supplement,1,49.99,1093,49.99
INV35362,2023-03-14,PROD010,Collagen Supplement,1,49.99,1142,49.99
INV94182,2023-03-30,PROD008,Retinol Night Cream,1,54.99,1133,54.99
INV63841,2023-11-13,PROD007,SPF 50 Sunscreen,3,29.99,1022,89.97
INV54921,2023-08-08,PROD002,Moisturising Cream,2,34.99,1117,69.98
INV56255,2023-02-27,PROD009,Hyaluronic Toner,2,39.99,1148,79.98
INV27987,2023-09-27,PROD005,Lip Treatment Set,3,24.99,1032,74.97
INV35362,2023-06-30,PROD006,Anti-Ageing Eye Cream,1,69.99,1129,69.99
INV97833,2023-10-19,PROD006,Anti-Ageing Eye Cream,3,69.99,1035,209.97
INV78327,2023-10-04,PROD004,Hair Growth Oil,4,44.99,1012,179.96
INV90658,2023-09-07,PROD005,Lip Treatment Set,5,24.99,1044,124.95
INV61248,2023-05-17,PROD004,Hair Growth Oil,1,44.99,1139,44.99
INV93202,2023-09-24,PROD010,Collagen Supplement,5,49.99,1020,249.95
INV73806,2023-07-30,PROD006,Anti-Ageing Eye Cream,2,69.99,1134,139.98
INV67577,2023-10-27,PROD002,Moisturising Cream,1,34.99,1249,34.99
INV15020,2023-10-13,PROD003,Vitamin C Kit,3,59.99,1037,179.97
INV16377,2023-09-28,PROD010,Collagen Supplement,4,49.99,1045,199.96
INV65769,2023-05-31,PROD010,Collagen Supplement,1,49.99,1155,49.99
INV67377,2023-12-30,PROD005,Lip Treatment Set,5,24.99,1020,124.95
INV40737,2023-11-24,PROD008,Retinol Night Cream,2,54.99,1115,109.98
INV13390,2023-12-04,PROD006,Anti-Ageing Eye Cream,4,69.99,1020,279.96
INV45553,2023-03-16,PROD005,Lip Treatment Set,2,24.99,1175,49.98
INV82006,2023-10-27,PROD009,Hyaluronic Toner,2,39.99,1293,79.98
INV87139,2023-12-26,PROD008,Retinol Night Cream,4,54.99,1019,219.96
INV91620,2023-12-18,PROD005,Lip Treatment Set,3,24.99,1084,74.97
INV51441,2023-09-17,PROD005,Lip Treatment Set,5,24.99,1008,124.95
INV64496,2023-10-23,PROD006,Anti-Ageing Eye Cream,5,69.99,1013,349.95
INV84205,2023-10-19,PROD010,Collagen Supplement,1,49.99,1074,49.99
INV97932,2023-11-09,PROD006,Anti-Ageing Eye Cream,1,69.99,1297,69.99
INV18908,2023-10-23,PROD003,Vitamin C Kit,3,59.99,1057,179.97
INV73828,2023-04-25,PROD006,Anti-Ageing Eye Cream,2,69.99,1144,139.98
INV98259,2023-10-23,PROD008,Retinol Night Cream,2,54.99,1005,109.98
